dwaCode	title	action	object	iwaCode	workActivityCode
4.A.2.a.1.I09.D03	Appraise property values.	Appraise	Property Values	4.A.2.a.1.I09	4.A.2.a.1
4.A.2.a.1.I10.D01	Evaluate project designs to determine adequacy or feasibility.	Evaluate	Project Designs Determine Adequacy	4.A.2.a.1.I10	4.A.2.a.1
4.A.2.a.1.I10.D02	Analyze data to determine project feasibility.	Analyze	Data Determine Project Feasibility	4.A.2.a.1.I10	4.A.2.a.1
4.A.2.a.2.I01.D01	Verify accuracy of records.	Verify	Accuracy Records	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D02	Verify information or specifications.	Verify	Information Specifications	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D03	Verify customer credit information.	Verify	Customer Credit Information	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D04	Review accuracy of sales or other transactions.	Review	Accuracy Sales Transactions	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D05	Verify accuracy of financial information.	Verify	Accuracy Financial Information	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D06	Evaluate data quality.	Evaluate	Data Quality	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D07	Verify accuracy of data.	Verify	Accuracy Data	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D08	Check data for recording errors.	Check	Data Recording Errors	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D09	Verify accuracy of financial or transactional data.	Verify	Accuracy Financial Transactional Data	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D10	Verify mathematical calculations.	Verify	Mathematical Calculations	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I01.D11	Check quality of diagnostic images.	Check	Quality Diagnostic Images	4.A.2.a.2.I01	4.A.2.a.2
4.A.2.a.2.I02.D01	Sort mail.	Sort	Mail	4.A.2.a.2.I02	4.A.2.a.2
4.A.2.a.2.I02.D02	Sort materials or objects for processing or transport.	Sort	Materials Objects Processing Transport	4.A.2.a.2.I02	4.A.2.a.2
