dwaCode	title	action	object	iwaCode	workActivityCode
4.A.4.a.5.I06.D02	Fit patients for assistive devices.	Fit	Patients Assistive Devices	4.A.4.a.5.I06	4.A.4.a.5
4.A.4.a.5.I07.D01	Provide first aid or rescue assistance in emergencies.	Provide	First Aid Rescue Assistance	4.A.4.a.5.I07	4.A.4.a.5
4.A.4.a.5.I07.D02	Administer first aid.	Administer	First Aid	4.A.4.a.5.I07	4.A.4.a.5
4.A.4.a.5.I07.D03	Treat medical emergencies.	Treat	Medical Emergencies	4.A.4.a.5.I07	4.A.4.a.5
4.A.4.a.5.I07.D04	Implement advanced life support techniques.	Implement	Advanced Life Support Techniques	4.A.4.a.5.I07	4.A.4.a.5
4.A.4.a.5.I08.D01	Assist individuals with paperwork.	Assist	Individuals Paperwork	4.A.4.a.5.I08	4.A.4.a.5
4.A.4.a.5.I09.D01	Feed patients.	Feed	Patients	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D02	Assist patients with hygiene or daily living activities.	Assist	Patients Hygiene Daily Living	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D03	Assist clients in handling details of daily life.	Assist	Clients Handling Details Daily	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D04	Develop daily schedules for children or families.	Develop	Daily Schedules Children Families	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D05	Assist students with special educational needs.	Assist	Students Special Educational Needs	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D06	Assist disabled or incapacitated individuals.	Assist	Disabled Incapacitated Individuals	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D07	Assist individuals with special needs.	Assist	Individuals Special Needs	4.A.4.a.5.I09	4.A.4.a.5
4.A.4.a.5.I09.D08	Provide for basic needs of children.	Provide	Basic Needs Children	4.A.4.a.5.I09	4.A.4.a.5
