dwaCode	title	action	object	iwaCode	workActivityCode
4.A.1.a.2.I11.D03	Monitor operations to ensure compliance with safety or security policies or regulations.	Monitor	Operations Ensure Compliance Safety	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D04	Monitor organizational compliance with regulations.	Monitor	Organizational Compliance Regulations	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D05	Verify that medical activities or operations meet standards.	Verify	Medical Activities Operations Meet	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D06	Monitor processes for compliance with standards.	Monitor	Processes Compliance Standards	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D07	Evaluate personnel practices to ensure adherence to regulations.	Evaluate	Personnel Practices Ensure Adherence	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D08	Monitor operational activities to ensure compliance with regulations or standard operating procedures.	Monitor	Operational Activities Ensure Compliance	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D09	Evaluate construction projects to determine compliance with external standards or regulations.	Evaluate	Construction Projects Determine Compliance	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D10	Determine operational compliance with regulations or standards.	Determine	Operational Compliance Regulations Standards	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D11	Monitor medical facility activities to ensure adherence to standards or regulations.	Monitor	Medical Facility Activities Ensure	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.b.1.I01.D01	Apply identification labels or tags.	Apply	Identification Labels Tags	4.A.1.b.1.I01	4.A.1.b.1
4.A.1.b.1.I01.D02	Mark agricultural or forestry products for identification.	Mark	Agricultural Forestry Products Identification	4.A.1.b.1.I01	4.A.1.b.1
4.A.1.b.1.I01.D03	Mark materials or objects for identification.	Mark	Materials Objects Identification	4.A.1.b.1.I01	4.A.1.b.1
4.A.1.b.1.I01.D04	Mark products, workpieces, or equipment with identifying information.	Mark	Products Workpieces Equipment Identifying	4.A.1.b.1.I01	4.A.1.b.1
