dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.2.a.2.I01.D10	Verify mathematical calculations.	VerifyMathematicalCalculations	Verify	Mathematical Calculations	4.A.2.a.2.I01	Evaluate the quality or accuracy of data	4.A.2.a.2	Processing Information	6
4.A.2.a.2.I01.D11	Check quality of diagnostic images.	CheckQualityDiagnosticImages	Check	Quality Diagnostic Images	4.A.2.a.2.I01	Evaluate the quality or accuracy of data	4.A.2.a.2	Processing Information	4
4.A.2.a.2.I02.D01	Sort mail.	SortMail	Sort	Mail	4.A.2.a.2.I02	Sort materials or products	4.A.2.a.2	Processing Information	18
4.A.2.a.2.I02.D02	Sort materials or objects for processing or transport.	SortMaterialsObjectsProcessingTransport	Sort	Materials Objects Processing Transport	4.A.2.a.2.I02	Sort materials or products	4.A.2.a.2	Processing Information	2
4.A.2.a.2.I02.D03	Sort recyclable materials.	SortRecyclableMaterials	Sort	Recyclable Materials	4.A.2.a.2.I02	Sort materials or products	4.A.2.a.2	Processing Information	6
4.A.2.a.2.I02.D04	Sort forestry or agricultural materials.	SortForestryAgriculturalMaterials	Sort	Forestry Agricultural Materials	4.A.2.a.2.I02	Sort materials or products	4.A.2.a.2	Processing Information	4
4.A.2.a.2.I02.D05	Sort materials or products for processing, storing, shipping, or grading.	SortMaterialsProductsProcessingStoring	Sort	Materials Products Processing Storing	4.A.2.a.2.I02	Sort materials or products	4.A.2.a.2	Processing Information	14
4.A.2.a.2.I02.D06	Sort materials or products.	SortMaterialsProducts	Sort	Materials Products	4.A.2.a.2.I02	Sort materials or products	4.A.2.a.2	Processing Information	5
4.A.2.a.2.I03.D01	Compile operational data.	CompileOperationalData	Compile	Operational Data	4.A.2.a.2.I03	Compile records, documentation, or other data	4.A.2.a.2	Processing Information	12
4.A.2.a.2.I03.D02	Compile technical information or documentation.	CompileTechnicalInformationDocumentation	Compile	Technical Information Documentation	4.A.2.a.2.I03	Compile records, documentation, or other data	4.A.2.a.2	Processing Information	10
4.A.2.a.2.I03.D03	Compile data or documentation.	CompileDataDocumentation	Compile	Data Documentation	4.A.2.a.2.I03	Compile records, documentation, or other data	4.A.2.a.2	Processing Information	48
4.A.2.a.2.I03.D04	Compile specialized bibliographies or lists of materials.	CompileSpecializedBibliographiesListsMaterials	Compile	Specialized Bibliographies Lists Materials	4.A.2.a.2.I03	Compile records, documentation, or other data	4.A.2.a.2	Processing Information	36
4.A.2.a.2.I03.D05	Compile environmental or climatological data.	CompileEnvironmentalClimatologicalData	Compile	Environmental Climatological Data	4.A.2.a.2.I03	Compile records, documentation, or other data	4.A.2.a.2	Processing Information	5
4.A.2.a.2.I03.D06	Compile geographic or related data.	CompileGeographicRelatedData	Compile	Geographic Related Data	4.A.2.a.2.I03	Compile records, documentation, or other data	4.A.2.a.2	Processing Information	7
4.A.2.a.2.I04.D01	Reconcile records of sales or other financial transactions.	ReconcileRecordsSalesFinancialTransactions	Reconcile	Records Sales Financial Transactions	4.A.2.a.2.I04	Reconcile financial data	4.A.2.a.2	Processing Information	13
4.A.2.a.2.I04.D02	Balance receipts.	BalanceReceipts	Balance	Receipts	4.A.2.a.2.I04	Reconcile financial data	4.A.2.a.2	Processing Information	5
4.A.2.a.2.I04.D03	Prepare cash for deposit or disbursement.	PrepareCashDepositDisbursement	Prepare	Cash Deposit Disbursement	4.A.2.a.2.I04	Reconcile financial data	4.A.2.a.2	Processing Information	11
4.A.2.a.2.I05.D01	Examine personal documentation to ensure that it is valid.	ExaminePersonalDocumentationEnsureIt	Examine	Personal Documentation Ensure It	4.A.2.a.2.I05	Verify personal information	4.A.2.a.2	Processing Information	6
4.A.2.a.2.I05.D02	Verify employee information.	VerifyEmployeeInformation	Verify	Employee Information	4.A.2.a.2.I05	Verify personal information	4.A.2.a.2	Processing Information	3
4.A.2.a.2.I05.D03	Verify application data to determine program eligibility.	VerifyApplicationDataDetermineProgram	Verify	Application Data Determine Program	4.A.2.a.2.I05	Verify personal information	4.A.2.a.2	Processing Information	4
4.A.2.a.2.I05.D04	Verify accuracy of patient information.	VerifyAccuracyPatientInformation	Verify	Accuracy Patient Information	4.A.2.a.2.I05	Verify personal information	4.A.2.a.2	Processing Information	7
4.A.2.a.2.I05.D05	Verify patron or staff credentials.	VerifyPatronStaffCredentials	Verify	Patron Staff Credentials	4.A.2.a.2.I05	Verify personal information	4.A.2.a.2	Processing Information	6
4.A.2.a.3.I01.D01	Examine marketing materials to ensure compliance with policies or regulations.	ExamineMarketingMaterialsEnsureCompliance	Examine	Marketing Materials Ensure Compliance	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	4
4.A.2.a.3.I01.D02	Examine documents to verify adherence to requirements.	ExamineDocumentsVerifyAdherenceRequirements	Examine	Documents Verify Adherence Requirements	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	8
4.A.2.a.3.I01.D03	Examine product information to ensure compliance with regulations.	ExamineProductInformationEnsureCompliance	Examine	Product Information Ensure Compliance	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	5
4.A.2.a.3.I01.D04	Review documents or materials for compliance with policies or regulations.	ReviewDocumentsMaterialsCompliancePolicies	Review	Documents Materials Compliance Policies	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	17
4.A.2.a.3.I01.D05	Review license or permit applications.	ReviewLicensePermitApplications	Review	License Permit Applications	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	7
4.A.2.a.3.I01.D06	Verify shipping documentation.	VerifyShippingDocumentation	Verify	Shipping Documentation	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	5
4.A.2.a.3.I01.D07	Review environmental permits, plans, or reports.	ReviewEnvironmentalPermitsPlansReports	Review	Environmental Permits Plans Reports	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	6
4.A.2.a.3.I01.D08	Proofread documents, records, or other files to ensure accuracy.	ProofreadDocumentsRecordsFilesEnsure	Proofread	Documents Records Files Ensure	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	22
4.A.2.a.3.I01.D09	Review plans or proposals for environmental conservation.	ReviewPlansProposalsEnvironmentalConservation	Review	Plans Proposals Environmental Conservation	4.A.2.a.3.I01	Examine materials or documentation for accuracy or compliance	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	6
4.A.2.a.3.I02.D01	Assess compliance with environmental laws.	AssessComplianceEnvironmentalLaws	Assess	Compliance Environmental Laws	4.A.2.a.3.I02	Assess compliance with environmental standards or regulations	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	11
4.A.2.a.3.I02.D02	Evaluate green operations or programs for compliance with standards or regulations.	EvaluateGreenOperationsProgramsCompliance	Evaluate	Green Operations Programs Compliance	4.A.2.a.3.I02	Assess compliance with environmental standards or regulations	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	8
4.A.2.a.3.I02.D03	Conduct environmental audits.	ConductEnvironmentalAudits	Conduct	Environmental Audits	4.A.2.a.3.I02	Assess compliance with environmental standards or regulations	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2
4.A.2.a.3.I02.D04	Evaluate plans or specifications to determine technological or environmental implications.	EvaluatePlansSpecificationsDetermineTechnological	Evaluate	Plans Specifications Determine Technological	4.A.2.a.3.I02	Assess compliance with environmental standards or regulations	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	6
4.A.2.a.3.I03.D01	Conduct financial or regulatory audits.	ConductFinancialRegulatoryAudits	Conduct	Financial Regulatory Audits	4.A.2.a.3.I03	Examine financial activities, operations, or systems	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	8
4.A.2.a.3.I03.D02	Examine financial records.	ExamineFinancialRecords	Examine	Financial Records	4.A.2.a.3.I03	Examine financial activities, operations, or systems	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	23
4.A.2.a.3.I03.D03	Examine financial records or processes.	ExamineFinancialRecordsProcesses	Examine	Financial Records Processes	4.A.2.a.3.I03	Examine financial activities, operations, or systems	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	8
4.A.2.a.3.I03.D04	Review customer insurance information.	ReviewCustomerInsuranceInformation	Review	Customer Insurance Information	4.A.2.a.3.I03	Examine financial activities, operations, or systems	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	5
4.A.2.a.3.I03.D05	Examine financial records to ensure compliance with policies or regulations.	ExamineFinancialRecordsEnsureCompliance	Examine	Financial Records Ensure Compliance	4.A.2.a.3.I03	Examine financial activities, operations, or systems	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	4
4.A.2.a.3.I04.D01	Protect patients or staff members using safety equipment.	ProtectPatientsStaffMembersUsing	Protect	Patients Staff Members Using	4.A.2.a.3.I04	Follow standard healthcare safety procedures to protect patient and staff members	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	6
4.A.2.a.3.I04.D02	Follow protocols or regulations for healthcare activities.	FollowProtocolsRegulationsHealthcareActivities	Follow	Protocols Regulations Healthcare Activities	4.A.2.a.3.I04	Follow standard healthcare safety procedures to protect patient and staff members	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	11
4.A.2.a.4.I01.D01	Locate natural resources using geospatial or other environmental data.	LocateNaturalResourcesUsingGeospatial	Locate	Natural Resources Using Geospatial	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I01.D02	Determine geographic coordinates.	DetermineGeographicCoordinates	Determine	Geographic Coordinates	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	3
4.A.2.a.4.I01.D03	Analyze geological samples.	AnalyzeGeologicalSamples	Analyze	Geological Samples	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	4
4.A.2.a.4.I01.D04	Analyze environmental data.	AnalyzeEnvironmentalData	Analyze	Environmental Data	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	13
4.A.2.a.4.I01.D05	Analyze geological or geographical data.	AnalyzeGeologicalGeographicalData	Analyze	Geological Geographical Data	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	17
4.A.2.a.4.I01.D06	Analyze Geographic Information Systems (GIS) data for use in green applications.	AnalyzeGeographicInformationSystems(gis)	Analyze	Geographic Information Systems (gis)	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	1
4.A.2.a.4.I01.D07	Analyze physical, survey, or geographic data.	AnalyzePhysicalSurveyGeographicData	Analyze	Physical Survey Geographic Data	4.A.2.a.4.I01	Analyze environmental or geospatial data	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I02.D01	Estimate demand for products or services.	EstimateDemandProductsServices	Estimate	Demand Products Services	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	2
4.A.2.a.4.I02.D02	Analyze industry trends.	AnalyzeIndustryTrends	Analyze	Industry Trends	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	5
4.A.2.a.4.I02.D03	Forecast economic, political, or social trends.	ForecastEconomicPoliticalSocialTrends	Forecast	Economic Political Social Trends	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	5
4.A.2.a.4.I02.D04	Analyze market conditions or trends.	AnalyzeMarketConditionsTrends	Analyze	Market Conditions Trends	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	15
4.A.2.a.4.I02.D05	Analyze website or related online data to track trends or usage.	AnalyzeWebsiteRelatedOnlineData	Analyze	Website Related Online Data	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I02.D06	Analyze market or customer related data.	AnalyzeMarketCustomerRelatedData	Analyze	Market Customer Related Data	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	10
4.A.2.a.4.I02.D07	Analyze consumer trends.	AnalyzeConsumerTrends	Analyze	Consumer Trends	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	4
4.A.2.a.4.I02.D08	Analyze market research data.	AnalyzeMarketResearchData	Analyze	Market Research Data	4.A.2.a.4.I02	Analyze market or industry conditions	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I03.D01	Assess risks to business operations.	AssessRisksBusinessOperations	Assess	Risks Business Operations	4.A.2.a.4.I03	Analyze business or financial risks	4.A.2.a.4	Analyzing Data or Information	14
4.A.2.a.4.I03.D02	Analyze risks related to investments in green technology.	AnalyzeRisksRelatedInvestmentsGreen	Analyze	Risks Related Investments Green	4.A.2.a.4.I03	Analyze business or financial risks	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I03.D03	Analyze risks to minimize losses or damages.	AnalyzeRisksMinimizeLossesDamages	Analyze	Risks Minimize Losses Damages	4.A.2.a.4.I03	Analyze business or financial risks	4.A.2.a.4	Analyzing Data or Information	9
4.A.2.a.4.I04.D01	Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.	ApplyMathematicalPrinciplesStatisticalApproaches	Apply	Mathematical Principles Statistical Approaches	4.A.2.a.4.I04	Analyze scientific or applied data using mathematical principles	4.A.2.a.4	Analyzing Data or Information	12
4.A.2.a.4.I04.D02	Analyze data to identify trends or relationships among variables.	AnalyzeDataIdentifyTrendsRelationships	Analyze	Data Identify Trends Relationships	4.A.2.a.4.I04	Analyze scientific or applied data using mathematical principles	4.A.2.a.4	Analyzing Data or Information	27
4.A.2.a.4.I05.D01	Evaluate technical data to determine effect on designs or plans.	EvaluateTechnicalDataDetermineEffect	Evaluate	Technical Data Determine Effect	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	6
4.A.2.a.4.I05.D02	Analyze design requirements for computer or electronics systems.	AnalyzeDesignRequirementsComputerElectronics	Analyze	Design Requirements Computer Electronics	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	9
4.A.2.a.4.I05.D03	Evaluate designs or specifications to ensure quality.	EvaluateDesignsSpecificationsEnsureQuality	Evaluate	Designs Specifications Ensure Quality	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	15
4.A.2.a.4.I05.D04	Analyze green technology design requirements.	AnalyzeGreenTechnologyDesignRequirements	Analyze	Green Technology Design Requirements	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	3
4.A.2.a.4.I05.D05	Analyze project data to determine specifications or requirements.	AnalyzeProjectDataDetermineSpecifications	Analyze	Project Data Determine Specifications	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	13
4.A.2.a.4.I05.D06	Analyze design or requirements information for mechanical equipment or systems.	AnalyzeDesignRequirementsInformationMechanical	Analyze	Design Requirements Information Mechanical	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I05.D07	Evaluate environmental or sustainability projects.	EvaluateEnvironmentalSustainabilityProjects	Evaluate	Environmental Sustainability Projects	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	6
4.A.2.a.4.I05.D08	Analyze costs and benefits of proposed designs or projects.	AnalyzeCostsBenefitsProposedDesigns	Analyze	Costs Benefits Proposed Designs	4.A.2.a.4.I05	Evaluate designs, specifications, or other technical data	4.A.2.a.4	Analyzing Data or Information	16
4.A.2.a.4.I06.D01	Analyze health-related data.	AnalyzeHealth-relatedData	Analyze	Health-related Data	4.A.2.a.4.I06	Analyze health or medical data	4.A.2.a.4	Analyzing Data or Information	14
4.A.2.a.4.I06.D02	Analyze patient data to determine patient needs or treatment goals.	AnalyzePatientDataDeterminePatient	Analyze	Patient Data Determine Patient	4.A.2.a.4.I06	Analyze health or medical data	4.A.2.a.4	Analyzing Data or Information	35
4.A.2.a.4.I06.D03	Analyze test data or images to inform diagnosis or treatment.	AnalyzeTestDataImagesInform	Analyze	Test Data Images Inform	4.A.2.a.4.I06	Analyze health or medical data	4.A.2.a.4	Analyzing Data or Information	45
4.A.2.a.4.I06.D04	Analyze medical data to determine cause of death.	AnalyzeMedicalDataDetermineCause	Analyze	Medical Data Determine Cause	4.A.2.a.4.I06	Analyze health or medical data	4.A.2.a.4	Analyzing Data or Information	3
4.A.2.a.4.I06.D05	Calculate numerical data for medical activities.	CalculateNumericalDataMedicalActivities	Calculate	Numerical Data Medical Activities	4.A.2.a.4.I06	Analyze health or medical data	4.A.2.a.4	Analyzing Data or Information	10
4.A.2.a.4.I06.D06	Analyze quantitative data to determine effectiveness of treatments or therapies.	AnalyzeQuantitativeDataDetermineEffectiveness	Analyze	Quantitative Data Determine Effectiveness	4.A.2.a.4.I06	Analyze health or medical data	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I07.D01	Calculate data to inform organizational operations.	CalculateDataInformOrganizationalOperations	Calculate	Data Inform Organizational Operations	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	11
4.A.2.a.4.I07.D02	Analyze operational or research data.	AnalyzeOperationalResearchData	Analyze	Operational Research Data	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I07.D03	Analyze operational data to evaluate operations, processes or products.	AnalyzeOperationalDataEvaluateOperations	Analyze	Operational Data Evaluate Operations	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	15
4.A.2.a.4.I07.D04	Evaluate energy production data.	EvaluateEnergyProductionData	Evaluate	Energy Production Data	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	4
4.A.2.a.4.I07.D05	Interpret research or operational data.	InterpretResearchOperationalData	Interpret	Research Operational Data	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	16
4.A.2.a.4.I07.D06	Model operational processes.	ModelOperationalProcesses	Model	Operational Processes	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	2
4.A.2.a.4.I07.D07	Analyze logistics processes.	AnalyzeLogisticsProcesses	Analyze	Logistics Processes	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	12
4.A.2.a.4.I07.D08	Analyze forecasting data to improve business decisions.	AnalyzeForecastingDataImproveBusiness	Analyze	Forecasting Data Improve Business	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	10
4.A.2.a.4.I07.D09	Analyze data to assess operational or project effectiveness.	AnalyzeDataAssessOperationalProject	Analyze	Data Assess Operational Project	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	5
4.A.2.a.4.I07.D10	Analyze jobs using observation, survey, or interview techniques.	AnalyzeJobsUsingObservationSurvey	Analyze	Jobs Using Observation Survey	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I07.D11	Analyze data to inform personnel decisions.	AnalyzeDataInformPersonnelDecisions	Analyze	Data Inform Personnel Decisions	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	4
4.A.2.a.4.I07.D12	Analyze data to inform operational decisions or activities.	AnalyzeDataInformOperationalDecisions	Analyze	Data Inform Operational Decisions	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	22
4.A.2.a.4.I07.D13	Evaluate logistics methods to reduce environmental impact.	EvaluateLogisticsMethodsReduceEnvironmental	Evaluate	Logistics Methods Reduce Environmental	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I07.D14	Analyze data to identify or resolve operational problems.	AnalyzeDataIdentifyResolveOperational	Analyze	Data Identify Resolve Operational	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	15
4.A.2.a.4.I07.D15	Analyze shipping information to make routing decisions.	AnalyzeShippingInformationMakeRouting	Analyze	Shipping Information Make Routing	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	13
4.A.2.a.4.I07.D16	Analyze traffic data.	AnalyzeTrafficData	Analyze	Traffic Data	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I07.D17	Analyze energy usage data.	AnalyzeEnergyUsageData	Analyze	Energy Usage Data	4.A.2.a.4.I07	Analyze data to improve operations	4.A.2.a.4	Analyzing Data or Information	9
4.A.2.a.4.I08.D01	Identify implications for cases from legal precedents or other legal information.	IdentifyImplicationsCasesLegalPrecedents	Identify	Implications Cases Legal Precedents	4.A.2.a.4.I08	Research laws, precedents, or other legal data	4.A.2.a.4	Analyzing Data or Information	10
4.A.2.a.4.I09.D01	Appraise environmental impact of regulations or policies.	AppraiseEnvironmentalImpactRegulationsPolicies	Appraise	Environmental Impact Regulations Policies	4.A.2.a.4.I09	Assess characteristics or impacts of regulations or policies	4.A.2.a.4	Analyzing Data or Information	6
4.A.2.a.4.I09.D02	Analyze environmental regulations to ensure organizational compliance.	AnalyzeEnvironmentalRegulationsEnsureOrganizationa	Analyze	Environmental Regulations Ensure Organizational	4.A.2.a.4.I09	Assess characteristics or impacts of regulations or policies	4.A.2.a.4	Analyzing Data or Information	5
4.A.2.a.4.I09.D03	Analyze impact of legal or regulatory changes.	AnalyzeImpactLegalRegulatoryChanges	Analyze	Impact Legal Regulatory Changes	4.A.2.a.4.I09	Assess characteristics or impacts of regulations or policies	4.A.2.a.4	Analyzing Data or Information	5
4.A.2.a.4.I09.D04	Evaluate applicable laws and regulations to determine impact on organizational activities.	EvaluateApplicableLawsRegulationsDetermine	Evaluate	Applicable Laws Regulations Determine	4.A.2.a.4.I09	Assess characteristics or impacts of regulations or policies	4.A.2.a.4	Analyzing Data or Information	10
4.A.2.a.4.I10.D01	Analyze laboratory specimens to detect abnormalities or other problems.	AnalyzeLaboratorySpecimensDetectAbnormalities	Analyze	Laboratory Specimens Detect Abnormalities	4.A.2.a.4.I10	Analyze biological or chemical substances or related data	4.A.2.a.4	Analyzing Data or Information	17
4.A.2.a.4.I10.D02	Analyze forensic evidence to solve crimes.	AnalyzeForensicEvidenceSolveCrimes	Analyze	Forensic Evidence Solve Crimes	4.A.2.a.4.I10	Analyze biological or chemical substances or related data	4.A.2.a.4	Analyzing Data or Information	12
4.A.2.a.4.I10.D03	Analyze crime scene evidence.	AnalyzeCrimeSceneEvidence	Analyze	Crime Scene Evidence	4.A.2.a.4.I10	Analyze biological or chemical substances or related data	4.A.2.a.4	Analyzing Data or Information	5
4.A.2.a.4.I10.D04	Analyze laboratory findings.	AnalyzeLaboratoryFindings	Analyze	Laboratory Findings	4.A.2.a.4.I10	Analyze biological or chemical substances or related data	4.A.2.a.4	Analyzing Data or Information	4
4.A.2.a.4.I10.D05	Analyze biological samples.	AnalyzeBiologicalSamples	Analyze	Biological Samples	4.A.2.a.4.I10	Analyze biological or chemical substances or related data	4.A.2.a.4	Analyzing Data or Information	13
4.A.2.a.4.I10.D06	Analyze chemical compounds or substances.	AnalyzeChemicalCompoundsSubstances	Analyze	Chemical Compounds Substances	4.A.2.a.4.I10	Analyze biological or chemical substances or related data	4.A.2.a.4	Analyzing Data or Information	12
4.A.2.a.4.I11.D01	Analyze budgetary or accounting data.	AnalyzeBudgetaryAccountingData	Analyze	Budgetary Accounting Data	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	6
4.A.2.a.4.I11.D02	Analyze financial information.	AnalyzeFinancialInformation	Analyze	Financial Information	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I11.D03	Apply mathematical models of financial or business conditions.	ApplyMathematicalModelsFinancialBusiness	Apply	Mathematical Models Financial Business	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	12
4.A.2.a.4.I11.D04	Analyze business or financial data.	AnalyzeBusinessFinancialData	Analyze	Business Financial Data	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	26
4.A.2.a.4.I11.D05	Analyze financial records to improve budgeting or planning.	AnalyzeFinancialRecordsImproveBudgeting	Analyze	Financial Records Improve Budgeting	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	6
4.A.2.a.4.I11.D06	Analyze financial records or reports to determine state of operations.	AnalyzeFinancialRecordsReportsDetermine	Analyze	Financial Records Reports Determine	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	4
4.A.2.a.4.I11.D07	Analyze financial records to improve efficiency.	AnalyzeFinancialRecordsImproveEfficiency	Analyze	Financial Records Improve Efficiency	4.A.2.a.4.I11	Analyze business or financial data	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I12.D01	Conduct quantitative failure analyses of operational data.	ConductQuantitativeFailureAnalysesOperational	Conduct	Quantitative Failure Analyses Operational	4.A.2.a.4.I12	Analyze performance of systems or equipment	4.A.2.a.4	Analyzing Data or Information	8
4.A.2.a.4.I12.D02	Analyze security of systems, network, or data.	AnalyzeSecuritySystemsNetworkData	Analyze	Security Systems Network Data	4.A.2.a.4.I12	Analyze performance of systems or equipment	4.A.2.a.4	Analyzing Data or Information	10
4.A.2.a.4.I12.D03	Interpret design or operational test results.	InterpretDesignOperationalTestResults	Interpret	Design Operational Test Results	4.A.2.a.4.I12	Analyze performance of systems or equipment	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I12.D04	Analyze test or validation data.	AnalyzeTestValidationData	Analyze	Test Validation Data	4.A.2.a.4.I12	Analyze performance of systems or equipment	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.a.4.I12.D05	Analyze test or performance data to assess equipment operation.	AnalyzeTestPerformanceDataAssess	Analyze	Test Performance Data Assess	4.A.2.a.4.I12	Analyze performance of systems or equipment	4.A.2.a.4	Analyzing Data or Information	7
4.A.2.b.1.I01.D01	Estimate costs of products, services, or materials.	EstimateCostsProductsServicesMaterials	Estimate	Costs Products Services Materials	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I01.D02	Determine the value of goods or services.	DetermineValueGoodsServices	Determine	Value Goods Services	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	14
4.A.2.b.1.I01.D03	Estimate costs or terms of sales.	EstimateCostsTermsSales	Estimate	Costs Terms Sales	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	11
4.A.2.b.1.I01.D04	Determine prices for menu items.	DeterminePricesMenuItems	Determine	Prices Menu Items	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	3
